ID,Group,Time,complexity.b,complexity.f,AVD.b,AVD.f,MDS1.b,MDS1.f,Richness.b,Richness.f
NA3_5_21,LGE,2021,0.428006703,0.311894134,0.65348464,0.360820984,-0.175519819,-0.132366818,2503,869
NA3_5_22,LGE,2022,0.428488384,0.313026943,0.6366364,0.388092516,-0.110083693,-0.158416245,2536,747
NA3_5_23,LGE,2023,0.434329056,0.304315614,0.602623999,0.376124702,-0.069460572,-0.130911921,2496,888
NC1_1_19,LGE,2019,0.30015763,0.308580094,0.761353197,0.481431572,0.301939669,0.231965754,2604,1441
NC1_1_20,LGE,2020,0.417874451,0.21348216,0.583735186,0.354327412,-0.131849581,-0.062110899,2563,611
NC1_1_21,LGE,2021,0.441840377,0.297503606,0.520934417,0.364594299,-0.050707432,-0.053118551,2577,1186
NC1_1_22,LGE,2022,0.417980476,0.342427422,0.541685335,0.386378303,-0.006106554,-0.048056277,2395,561
NC1_1_23,LGE,2023,0.432664228,0.326910327,0.61034495,0.365823639,0.01085668,-0.046537061,2465,826
NC1_2_19,LGE,2019,0.315081046,0.34547908,0.715106715,0.601413473,0.298593028,0.19715267,2406,1865
NC1_2_20,LGE,2020,0.430034419,0.302368221,0.536834434,0.322075204,-0.077202187,-0.101608118,2436,733
NC1_2_21,LGE,2021,0.42680923,0.32571059,0.548315265,0.335229412,-0.079932823,-0.06836004,2278,1059
NC1_2_22,LGE,2022,0.431134428,0.323475158,0.578007795,0.355496176,-0.077690865,-0.071023785,2401,576
NC1_2_23,LGE,2023,0.426591176,0.313906669,0.669157729,0.366897451,-0.083627898,-0.099855765,2346,803
NC1_3_19,LGE,2019,0.32064218,0.344544213,0.761102848,0.513358053,0.295488434,0.219160695,2488,2118
NC1_3_20,LGE,2020,0.424378027,0.271025687,0.529418875,0.334822575,-0.03501456,-0.018110771,2344,524
NC1_3_21,LGE,2021,0.424883364,0.291738758,0.548133371,0.323356675,-0.019426014,-0.004501683,2333,862
NC1_3_22,LGE,2022,0.430750308,0.337770476,0.534392296,0.387056056,-0.010785168,-0.070653818,2598,617
NC1_3_23,LGE,2023,0.427138845,0.292604732,0.562134505,0.302335556,-0.014446418,-0.041482912,2552,743
NC1_4_19,LGE,2019,0.279951113,0.315381849,0.745001432,0.707506006,0.313145768,0.19342678,2332,1269
NC1_4_20,LGE,2020,0.427136728,0.316713977,0.539496391,0.323017631,-0.027774666,-0.089520228,2671,548
NC1_4_21,LGE,2021,0.419143655,0.311780566,0.543083149,0.333261449,-0.046703579,-0.036093357,2313,757
NC1_4_22,LGE,2022,0.414167269,0.179503989,0.614357543,0.318477538,0.019838107,-0.024139138,2541,384
NC1_4_23,LGE,2023,0.425310511,0.310172374,0.571023737,0.327806582,-0.001563324,-0.047477249,2353,838
NC1_5_19,LGE,2019,0.308388067,0.340517162,0.724332597,0.56064511,0.305318354,0.203793121,2074,1758
NC1_5_20,LGE,2020,0.430114004,0.233486166,0.546815801,0.284595793,-0.033130711,-0.075388009,2095,603
NC1_5_21,LGE,2021,0.425485357,0.342831709,0.51479759,0.363918216,-0.045061972,-0.025249925,2509,910
NC1_5_22,LGE,2022,0.418645294,0.308947475,0.540582475,0.371294709,-0.032138691,-0.069388142,2096,603
NC1_5_23,LGE,2023,0.418265162,0.314955872,0.571380159,0.344444163,-0.017008599,-0.039315931,2435,876
NC2_1_19,LGE,2019,0.324634052,0.35506056,0.738149352,0.546488027,0.287578471,0.291038346,2349,2511
NC2_1_20,LGE,2020,0.389091161,0.228259511,0.524023468,0.341578224,0.002610843,0.08782398,2322,470
NC2_1_21,LGE,2021,0.428644274,0.260522836,0.539533162,0.332952597,0.001075678,0.074314597,2605,785
NC2_1_22,LGE,2022,0.429995267,0.249987441,0.553706207,0.344234799,-0.002227041,0.097721631,2360,562
NC2_1_23,LGE,2023,0.431561395,0.27660888,0.616351446,0.336653295,0.02503817,0.085388677,2357,662
NC2_2_19,LGE,2019,0.290266605,0.348326698,0.746252097,0.562761418,0.291357897,0.285404366,2523,2043
NC2_2_20,LGE,2020,0.385235948,0.24456835,0.56443241,0.369740548,0.011205427,0.061506373,2420,658
NC2_2_21,LGE,2021,0.433051638,0.214828037,0.572005867,0.337912294,-0.011807661,0.074811339,2469,617
NC2_2_22,LGE,2022,0.419336471,0.250540354,0.560997655,0.336604055,-0.0030778,0.102689818,2422,533
NC2_2_23,LGE,2023,0.431888516,0.248452792,0.601494848,0.292820595,0.039851892,0.108583243,2562,684
NC2_3_19,LGE,2019,0.285658488,0.338122064,0.694010874,0.497260639,0.29552917,0.317471344,2342,1028
NC2_3_20,LGE,2020,0.423356234,0.265725495,0.523633956,0.305739838,0.024648961,0.141321772,2217,645
NC2_3_21,LGE,2021,0.425402157,0.256830482,0.579631781,0.35931832,0.008073553,0.13467919,2418,696
NC2_3_22,LGE,2022,0.415314527,0.353088957,0.551827596,0.376545993,0.012993612,0.039532792,2288,577
NC2_3_23,LGE,2023,0.403909988,0.231725136,0.599873254,0.274618544,0.065395437,0.168078289,2296,423
